;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM
01/08/2020;0;0;0;0;0;0;0;2,164;2,56;3,175;3,875;4,465;4,84;5;4,59;4,2;4,1;4;4,05;4,225;4,4;4,7;5,075;5,45;5,65;5,625;5,525;5,175;4,875;4,72;4,72;4,825;5;5,3;5,575;6,005;6,33;6,255;6,025;5,425;5,15;4,945;4,945;4,97;5,15;5,375;5,825;6,205;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
02/08/2020;0;0;0;0;0;0;0;0;2,56;3,175;3,875;4,465;4,84;5;4,59;4,2;4,1;4;4,05;4,225;4,4;4,7;5,075;5,45;5,65;5,625;5,525;5,175;4,875;4,72;4,72;4,825;5;5,3;5,575;6,005;6,33;6,255;6,025;5,425;5,15;4,945;4,945;4,97;5,15;5,375;5,825;6,205;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
03/08/2020;0;0;0;0;0;0;0;0;2,685;3,35;3,975;4,575;4,925;5,09;4,695;4,25;4,15;4,065;4,075;4,25;4,425;4,745;5,125;5,505;5,65;5,625;5,525;5,175;4,875;4,72;4,72;4,825;5;5,3;5,575;6,005;6,33;6,255;6,025;5,425;5,15;4,945;4,945;4,97;5,15;5,375;5,825;6,205;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
04/08/2020;0;0;0;0;0;0;0;0;2,685;3,55;4,125;4,625;4,95;5,115;4,75;4,3;4,2;4,1;4,125;4,3;4,475;4,77;5,15;5,53;5,68;5,655;5,555;5,2;4,895;4,745;4,745;4,845;5,025;5,325;5,605;6,03;6,355;6,28;6,05;5,45;5,175;4,97;4,97;4,995;5,175;5,4;5,85;6,23;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
05/08/2020;0;0;0;0;0;0;0;0;2,73;3,69;4,3;4,775;5,065;5,24;4,89;4,47;4,37;4,29;4,265;4,47;4,645;4,885;5,27;5,67;5,855;5,83;5,705;5,32;5,015;4,86;4,86;4,96;5,14;5,45;5,73;6,165;6,475;6,4;6,145;5,53;5,25;5,045;5,06;5,1;5,275;5,505;5,965;6,345;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
06/08/2020;0;0;0;0;0;0;0;0;2,775;3,89;4,45;4,9;5,15;5,315;4,975;4,525;4,425;4,375;4,3;4,55;4,725;4,92;5,325;5,73;5,895;5,87;5,745;5,37;5,065;4,89;4,89;4,99;5,19;5,495;5,77;6,225;6,535;6,46;6,205;5,575;5,295;5,09;5,09;5,14;5,32;5,55;6,03;6,41;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
07/08/2020;0;0;0;0;0;0;0;0;2,785;3,95;4,45;4,89;5,15;5,3;4,95;4,5;4,4;4,3;4,26;4,535;4,71;4,9;5,3;5,7;5,885;5,86;5,735;5,365;5,065;4,89;4,89;4,99;5,19;5,46;5,735;6,185;6,495;6,42;6,17;5,55;5,275;5,075;5,075;5,125;5,3;5,525;6;6,38;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
08/08/2020;0;0;0;0;0;0;0;0;2,785;3,95;4,45;4,89;5,15;5,3;4,95;4,5;4,4;4,3;4,26;4,535;4,71;4,9;5,3;5,7;5,885;5,86;5,735;5,365;5,065;4,89;4,89;4,99;5,19;5,46;5,735;6,185;6,495;6,42;6,17;5,55;5,275;5,075;5,075;5,125;5,3;5,525;6;6,38;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
09/08/2020;0;0;0;0;0;0;0;0;2,785;3,95;4,45;4,89;5,15;5,3;4,95;4,5;4,4;4,3;4,26;4,535;4,71;4,9;5,3;5,7;5,885;5,86;5,735;5,365;5,065;4,89;4,89;4,99;5,19;5,46;5,735;6,185;6,495;6,42;6,17;5,55;5,275;5,075;5,075;5,125;5,3;5,525;6;6,38;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
10/08/2020;0;0;0;0;0;0;0;0;2,84;3,875;4,35;4,825;5,14;5,315;4,94;4,5;4,4;4,275;4,275;4,5;4,725;4,885;5,31;5,705;5,9;5,875;5,775;5,375;5,075;4,925;4,9;5;5,175;5,475;5,75;6,175;6,495;6,42;6,175;5,55;5,275;5,08;5,08;5,13;5,3;5,525;6;6,37;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
11/08/2020;0;0;0;0;0;0;0;0;2,875;3,89;4,375;4,875;5,175;5,34;4,965;4,5;4,4;4,275;4,275;4,5;4,725;4,91;5,41;5,81;5,985;5,86;5,76;5,36;5,065;4,915;4,89;4,99;5,16;5,46;5,735;6,16;6,535;6,46;6,205;5,53;5,3;5,1;5,1;5,15;5,325;5,555;6,03;6,41;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
12/08/2020;0;0;0;0;0;0;0;0;2,88;3,915;4,375;4,875;5,14;5,315;4,94;4,5;4,4;4,235;4,285;4,51;4,71;4,87;5,45;5,73;5,925;5,925;5,7;5,35;5,075;4,925;4,9;5;5,15;5,45;5,725;6,15;6,53;6,455;6,205;5,53;5,305;5,105;5,105;5,155;5,33;5,555;6,03;6,405;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
13/08/2020;0;0;0;0;0;0;0;0;2,885;3,915;4,415;4,85;5,2;5,365;5;4,5;4,4;4,335;4,285;4,51;4,71;4,87;5,45;5,73;5,935;5,935;5,71;5,36;5,085;4,935;4,91;5,01;5,16;5,46;5,735;6,16;6,56;6,485;6,23;5,555;5,325;5,125;5,125;5,175;5,35;5,58;6,055;6,435;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
14/08/2020;0;0;0;0;0;0;0;0;2,898;4,1;4,665;5,09;5,3;5,465;5,1;4,6;4,5;4,355;4,38;4,61;4,815;4,965;5,55;5,835;6,07;6,07;5,84;5,41;5,135;4,98;4,955;5,055;5,185;5,485;5,765;6,195;6,64;6,565;6,31;5,625;5,4;5,195;5,195;5,245;5,425;5,65;6,135;6,515;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
15/08/2020;0;0;0;0;0;0;0;0;2,898;4,1;4,665;5,09;5,3;5,465;5,1;4,6;4,5;4,355;4,38;4,61;4,815;4,965;5,55;5,835;6,07;6,07;5,84;5,41;5,135;4,98;4,955;5,055;5,185;5,485;5,765;6,195;6,64;6,565;6,31;5,625;5,4;5,195;5,195;5,245;5,425;5,65;6,135;6,515;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
16/08/2020;0;0;0;0;0;0;0;0;2,898;4,1;4,665;5,09;5,3;5,465;5,1;4,6;4,5;4,355;4,38;4,61;4,815;4,965;5,55;5,835;6,07;6,07;5,84;5,41;5,135;4,98;4,955;5,055;5,185;5,485;5,765;6,195;6,64;6,565;6,31;5,625;5,4;5,195;5,195;5,245;5,425;5,65;6,135;6,515;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
17/08/2020;0;0;0;0;0;0;0;0;2,898;4,175;4,64;5,075;5,35;5,515;5,15;4,575;4,475;4,375;4,35;4,575;4,8;4,985;5,515;5,85;6,07;6,07;5,845;5,42;5,145;4,995;4,945;5,045;5,17;5,47;5,77;6,195;6,65;6,575;6,3;5,625;5,4;5,2;5,2;5,25;5,425;5,65;6,125;6,525;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
18/08/2020;0;0;0;0;0;0;0;0;2,898;4,22;4,725;5,175;5,5;5,65;5,29;4,685;4,585;4,485;4,455;4,685;4,915;5,045;5,6;5,93;6,155;6,155;5,925;5,495;5,215;5,065;5,015;5,115;5,24;5,545;5,85;6,28;6,705;6,63;6,35;5,67;5,445;5,245;5,245;5,295;5,47;5,695;6,175;6,58;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
19/08/2020;0;0;0;0;0;0;0;0;2,898;4,09;4,625;5,14;5,49;5,64;5,275;4,7;4,6;4,5;4,475;4,7;4,925;5,05;5,6;5,925;6,16;6,16;5,935;5,51;5,235;5,085;5,03;5,135;5,26;5,56;5,86;6,285;6,7;6,625;6,35;5,675;5,45;5,25;5,25;5,3;5,475;5,7;6,175;6,575;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
20/08/2020;0;0;0;0;0;0;0;0;2,898;3,925;4,55;5,05;5,44;5,59;5,215;4,65;4,55;4,45;4,425;4,65;4,875;5,005;5,55;5,87;6,16;6,16;5,935;5,515;5,215;5,065;5,015;5,115;5,24;5,54;5,835;6,26;6,64;6,565;6,295;5,625;5,4;5,205;5,205;5,255;5,425;5,65;6,12;6,515;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
21/08/2020;0;0;0;0;0;0;0;0;2,898;3,705;4,3;4,9;5,34;5,49;5,115;4,55;4,45;4,35;4,33;4,55;4,77;4,96;5,5;5,815;6,065;6,065;5,845;5,45;5,155;5,005;4,955;5,055;5,18;5,475;5,745;6,165;6,59;6,515;6,245;5,575;5,35;5,155;5,155;5,205;5,375;5,6;6,07;6,465;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
22/08/2020;0;0;0;0;0;0;0;0;2,898;3,705;4,3;4,9;5,34;5,49;5,115;4,55;4,45;4,35;4,33;4,55;4,77;4,96;5,5;5,815;6,065;6,065;5,845;5,45;5,155;5,005;4,955;5,055;5,18;5,475;5,745;6,165;6,59;6,515;6,245;5,575;5,35;5,155;5,155;5,205;5,375;5,6;6,07;6,465;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
23/08/2020;0;0;0;0;0;0;0;0;2,898;3,705;4,3;4,9;5,34;5,49;5,115;4,55;4,45;4,35;4,33;4,55;4,77;4,96;5,5;5,815;6,065;6,065;5,845;5,45;5,155;5,005;4,955;5,055;5,18;5,475;5,745;6,165;6,59;6,515;6,245;5,575;5,35;5,155;5,155;5,205;5,375;5,6;6,07;6,465;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
24/08/2020;0;0;0;0;0;0;0;0;2,898;3,905;4,525;5,05;5,475;5,625;5,2;4,65;4,55;4,45;4,43;4,66;4,865;5,02;5,575;5,905;6,14;6,14;5,915;5,51;5,205;5,055;5,005;5,105;5,23;5,535;5,815;6,245;6,71;6,635;6,355;5,67;5,44;5,235;5,235;5,29;5,465;5,695;6,18;6,585;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
25/08/2020;0;0;0;0;0;0;0;0;2,898;4,025;4,675;5,175;5,575;5,715;5,275;4,75;4,65;4,55;4,52;4,75;4,98;5,095;5,65;5,98;6,22;6,22;5,99;5,56;5,26;5,105;5,055;5,155;5,285;5,585;5,89;6,32;6,76;6,685;6,405;5,725;5,5;5,27;5,27;5,345;5,525;5,75;6,23;6,635;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
26/08/2020;0;0;0;0;0;0;0;0;2,898;4,105;4,765;5,29;5,69;5,815;5,35;4,825;4,725;4,625;4,595;4,825;5,055;5,13;5,705;6,04;6,255;6,255;6,03;5,65;5,345;5,195;5,145;5,245;5,345;5,625;5,93;6,385;6,81;6,745;6,455;5,775;5,55;5,315;5,315;5,395;5,575;5,8;6,28;6,685;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
27/08/2020;0;0;0;0;0;0;0;0;2,898;3,975;4,625;5,2;5,575;5,7;5,25;4,775;4,675;4,575;4,55;4,775;5;5,1;5,675;6,025;6,21;6,21;5,985;5,615;5,315;5,165;5,115;5,215;5,315;5,59;5,885;6,335;6,77;6,72;6,425;5,75;5,525;5,305;5,305;5,375;5,55;5,775;6,25;6,645;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
28/08/2020;0;0;0;0;0;0;0;0;2,898;4,225;4,83;5,4;5,75;5,875;5,425;4,95;4,85;4,75;4,715;4,975;5,16;5,235;5,805;6,14;6,3;6,3;6,07;5,71;5,405;5,255;5,2;5,305;5,405;5,71;6,015;6,475;6,865;6,815;6,51;5,82;5,595;5,365;5,365;5,44;5,62;5,845;6,33;6,735;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
29/08/2020;0;0;0;0;0;0;0;0;2,898;4,225;4,83;5,4;5,75;5,875;5,425;4,95;4,85;4,75;4,715;4,975;5,16;5,235;5,805;6,14;6,3;6,3;6,07;5,71;5,405;5,255;5,2;5,305;5,405;5,71;6,015;6,475;6,865;6,815;6,51;5,82;5,595;5,365;5,365;5,44;5,62;5,845;6,33;6,735;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
30/08/2020;0;0;0;0;0;0;0;0;2,898;4,225;4,83;5,4;5,75;5,875;5,425;4,95;4,85;4,75;4,715;4,975;5,16;5,235;5,805;6,14;6,3;6,3;6,07;5,71;5,405;5,255;5,2;5,305;5,405;5,71;6,015;6,475;6,865;6,815;6,51;5,82;5,595;5,365;5,365;5,44;5,62;5,845;6,33;6,735;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
31/08/2020;0;0;0;0;0;0;0;0;2,898;4,225;4,83;5,4;5,75;5,875;5,425;4,95;4,85;4,75;4,715;4,975;5,16;5,235;5,805;6,14;6,3;6,3;6,07;5,71;5,405;5,255;5,2;5,305;5,405;5,71;6,015;6,475;6,865;6,815;6,51;5,82;5,595;5,365;5,365;5,44;5,62;5,845;6,33;6,735;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
01/09/2020;0;0;0;0;0;0;0;0;2,898;4,3;5,065;5,59;5,925;6,05;5,6;5,05;4,95;4,85;4,82;5,075;5,255;5,27;5,85;6,205;6,33;6,33;6,105;5,725;5,425;5,275;5,225;5,325;5,425;5,725;6,055;6,505;6,87;6,82;6,495;5,82;5,595;5,37;5,37;5,445;5,62;5,845;6,32;6,72;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
02/09/2020;0;0;0;0;0;0;0;0;0;4,225;4,925;5,45;5,8;5,915;5,465;4,925;4,825;4,725;4,705;4,95;5,12;5,205;5,775;6,12;6,28;6,28;6,06;5,69;5,39;5,245;5,17;5,27;5,365;5,69;5,985;6,43;6,84;6,79;6,47;5,795;5,575;5,35;5,35;5,425;5,6;5,82;6,295;6,69;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
03/09/2020;0;0;0;0;0;0;0;0;0;4,34;5,175;5,6;5,95;6,05;5,55;5,025;4,925;4,825;4,795;5,05;5,23;5,245;5,825;6,18;6,315;6,315;6,09;5,715;5,415;5,265;5,19;5,29;5,39;5,715;5,99;6,445;6,875;6,825;6,495;5,82;5,595;5,37;5,37;5,445;5,62;5,845;6,32;6,725;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
04/09/2020;0;0;0;0;0;0;0;0;0;4,225;5,18;5,6;5,925;6,025;5,525;5;4,9;4,8;4,76;5,035;5,205;5,24;5,76;6,105;6,28;6,28;6,055;5,66;5,365;5,215;5,14;5,24;5,34;5,66;5,935;6,38;6,815;6,765;6,44;5,775;5,55;5,325;5,325;5,4;5,575;5,795;6,27;6,665;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
05/09/2020;0;0;0;0;0;0;0;0;0;4,225;5,18;5,6;5,925;6,025;5,525;5;4,9;4,8;4,76;5,035;5,205;5,24;5,76;6,105;6,28;6,28;6,055;5,66;5,365;5,215;5,14;5,24;5,34;5,66;5,935;6,38;6,815;6,765;6,44;5,775;5,55;5,325;5,325;5,4;5,575;5,795;6,27;6,665;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
06/09/2020;0;0;0;0;0;0;0;0;0;4,225;5,18;5,6;5,925;6,025;5,525;5;4,9;4,8;4,76;5,035;5,205;5,24;5,76;6,105;6,28;6,28;6,055;5,66;5,365;5,215;5,14;5,24;5,34;5,66;5,935;6,38;6,815;6,765;6,44;5,775;5,55;5,325;5,325;5,4;5,575;5,795;6,27;6,665;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
07/09/2020;0;0;0;0;0;0;0;0;0;4,225;5,18;5,6;5,925;6,025;5,525;5;4,9;4,8;4,76;5,035;5,205;5,24;5,76;6,105;6,28;6,28;6,055;5,66;5,365;5,215;5,14;5,24;5,34;5,66;5,935;6,38;6,815;6,765;6,44;5,775;5,55;5,325;5,325;5,4;5,575;5,795;6,27;6,665;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
08/09/2020;0;0;0;0;0;0;0;0;0;4,32;4,8;5,175;5,625;5,75;5,125;4,7;4,6;4,5;4,47;4,73;4,895;4,975;5,445;5,775;6,045;6,045;5,83;5,355;5,09;4,97;4,9;4,995;5,09;5,425;5,69;6,12;6,48;6,43;6,12;5,48;5,27;5,055;5,055;5,125;5,29;5,505;5,955;6,335;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
09/09/2020;0;0;0;0;0;0;0;0;0;4,25;4,7;5,09;5,55;5,675;5,125;4,675;4,575;4,475;4,45;4,7;4,875;4,935;5,425;5,77;6,06;6,06;5,835;5,34;5,065;4,94;4,865;4,965;5,065;5,415;5,685;6,11;6,445;6,395;6,1;5,475;5,25;5,03;5,03;5,1;5,275;5,475;5,925;6,295;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
10/09/2020;0;0;0;0;0;0;0;0;0;4,31;4,675;5,075;5,465;5,59;5,1;4,65;4,55;4,45;4,425;4,675;4,85;4,905;5,4;5,745;5,985;5,985;5,785;5,315;5,065;4,94;4,865;4,965;5,065;5,44;5,71;6,135;6,44;6,39;6,09;5,445;5,22;4,995;4,995;5,07;5,245;5,445;5,89;6,265;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
11/09/2020;0;0;0;0;0;0;0;0;0;4,31;4,675;5,05;5,49;5,615;5,125;4,675;4,575;4,475;4,45;4,7;4,875;4,925;5,425;5,775;6;6;5,8;5,35;5,1;4,975;4,895;5;5,1;5,45;5,725;6,155;6,48;6,43;6,125;5,45;5,225;4,995;4,97;5,045;5,225;5,425;5,875;6,255;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
12/09/2020;0;0;0;0;0;0;0;0;0;4,31;4,675;5,05;5,49;5,615;5,125;4,675;4,575;4,475;4,45;4,7;4,875;4,925;5,425;5,775;6;6;5,8;5,35;5,1;4,975;4,895;5;5,1;5,45;5,725;6,155;6,48;6,43;6,125;5,45;5,225;4,995;4,97;5,045;5,225;5,425;5,875;6,255;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
13/09/2020;0;0;0;0;0;0;0;0;0;4,31;4,675;5,05;5,49;5,615;5,125;4,675;4,575;4,475;4,45;4,7;4,875;4,925;5,425;5,775;6;6;5,8;5,35;5,1;4,975;4,895;5;5,1;5,45;5,725;6,155;6,48;6,43;6,125;5,45;5,225;4,995;4,97;5,045;5,225;5,425;5,875;6,255;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
14/09/2020;0;0;0;0;0;0;0;0;0;4,31;4,775;5,1;5,525;5,65;5,175;4,75;4,65;4,55;4,52;4,775;4,955;4,99;5,5;5,855;6,025;6,025;5,8;5,375;5,125;5,025;4,92;5,025;5,125;5,475;5,75;6,18;6,505;6,455;6,15;5,475;5,25;5,02;4,995;5,07;5,25;5,45;5,9;6,28;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
15/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,765;5,24;5,515;5,64;5,165;4,74;4,64;4,54;4,54;4,765;4,915;4,975;5,475;5,825;6,035;6,035;5,81;5,365;5,115;5,015;4,94;5,04;5,14;5,465;5,735;6,16;6,5;6,45;6,15;5,475;5,25;5,025;5;5,075;5,25;5,45;5,9;6,275;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
16/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,895;5,325;5,6;5,725;5,25;4,825;4,725;4,625;4,775;4,775;4,925;5,045;5,525;5,855;6,1;6,1;5,875;5,44;5,19;5,09;5,01;5,115;5,215;5,545;5,82;6,25;6,585;6,535;6,23;5,55;5,32;5,09;5,065;5,14;5,32;5,52;5,98;6,36;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
17/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,845;5,29;5,565;5,675;5,19;4,775;4,675;4,575;4,725;4,74;4,86;5,075;5,55;5,875;6,125;6,125;5,9;5,45;5,2;5,1;5,025;5,125;5,225;5,55;5,825;6,245;6,57;6,52;6,225;5,55;5,325;5,105;5,08;5,155;5,325;5,525;5,975;6,345;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
18/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,845;5,25;5,575;5,7;5,225;4,825;4,65;4,625;4,75;4,76;4,89;5,075;5,55;5,875;6,125;6,125;5,9;5,485;5,23;5,13;5,055;5,155;5,255;5,585;5,86;6,29;6,605;6,555;6,25;5,575;5,35;5,12;5,095;5,17;5,35;5,55;6;6,38;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
19/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,845;5,25;5,575;5,7;5,225;4,825;4,65;4,625;4,75;4,76;4,89;5,075;5,55;5,875;6,125;6,125;5,9;5,485;5,23;5,13;5,055;5,155;5,255;5,585;5,86;6,29;6,605;6,555;6,25;5,575;5,35;5,12;5,095;5,17;5,35;5,55;6;6,38;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
20/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,845;5,25;5,575;5,7;5,225;4,825;4,65;4,625;4,75;4,76;4,89;5,075;5,55;5,875;6,125;6,125;5,9;5,485;5,23;5,13;5,055;5,155;5,255;5,585;5,86;6,29;6,605;6,555;6,25;5,575;5,35;5,12;5,095;5,17;5,35;5,55;6;6,38;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
21/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,78;5,165;5,465;5,59;5,115;4,75;4,575;4,55;4,675;4,7;4,8;4,985;5,45;5,77;6,025;6,025;5,805;5,42;5,17;5,075;5;5,1;5,195;5,52;5,79;6,21;6,57;6,52;6,225;5,55;5,325;5,105;5,08;5,155;5,325;5,525;5,975;6,345;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
22/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,835;5,215;5,465;5,59;5,115;4,725;4,55;4,525;4,65;4,665;4,785;5,025;5,475;5,775;6,05;6,05;5,825;5,34;5,095;5;4,925;5,015;5,115;5,44;5,71;6,13;6,55;6,5;6,225;5,525;5,3;5,075;5,05;5,125;5,275;5,5;5,95;6,325;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
23/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,95;5,35;5,55;5,685;5,205;4,775;4,6;4,575;4,7;4,725;4,825;5,05;5,5;5,8;6,075;6,075;5,85;5,395;5,145;5,065;4,99;5,065;5,195;5,525;5,775;6,205;6,55;6,5;6,225;5,575;5,35;5,125;5,1;5,175;5,325;5,5;5,95;6,325;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
24/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,95;5,35;5,54;5,665;5,2;4,775;4,6;4,575;4,7;4,725;4,825;5,045;5,49;5,815;6,085;6,085;5,835;5,38;5,13;5,055;4,98;5,055;5,18;5,53;5,78;6,205;6,55;6,5;6,225;5,575;5,35;5,125;5,1;5,175;5,325;5,5;5,95;6,325;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
25/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,975;5,375;5,575;5,7;5,24;4,775;4,6;4,575;4,7;4,725;4,825;5,075;5,525;5,825;6,11;6,11;5,855;5,4;5,15;5,075;4,995;5,075;5,2;5,55;5,8;6,23;6,52;6,47;6,2;5,55;5,325;5,105;5,08;5,15;5,3;5,475;5,925;6,295;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
26/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,975;5,375;5,575;5,7;5,24;4,775;4,6;4,575;4,7;4,725;4,825;5,075;5,525;5,825;6,11;6,11;5,855;5,4;5,15;5,075;4,995;5,075;5,2;5,55;5,8;6,23;6,52;6,47;6,2;5,55;5,325;5,105;5,08;5,15;5,3;5,475;5,925;6,295;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
27/09/2020;0;0;0;0;0;0;0;0;0;4,308;4,975;5,375;5,575;5,7;5,24;4,775;4,6;4,575;4,7;4,725;4,825;5,075;5,525;5,825;6,11;6,11;5,855;5,4;5,15;5,075;4,995;5,075;5,2;5,55;5,8;6,23;6,52;6,47;6,2;5,55;5,325;5,105;5,08;5,15;5,3;5,475;5,925;6,295;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
28/09/2020;0;0;0;0;0;0;0;0;0;4,308;5,075;5,525;5,725;5,825;5,325;4,9;4,725;4,7;4,8;4,825;4,925;5,145;5,6;5,905;6,185;6,185;5,93;5,445;5,195;5,12;5,045;5,12;5,245;5,6;5,85;6,28;6,58;6,53;6,255;5,6;5,37;5,145;5,12;5,195;5,345;5,525;5,975;6,355;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
29/09/2020;0;0;0;0;0;0;0;0;0;4,308;5,1;5,54;5,74;5,84;5,34;4,9;4,725;4,7;4,8;4,81;4,94;5,125;5,575;5,875;6,16;6,16;5,91;5,42;5,175;5,1;5,025;5,1;5,225;5,57;5,82;6,245;6,545;6,495;6,225;5,575;5,35;5,13;5,105;5,175;5,325;5,5;5,95;6,32;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
